#    L    TT             EE             BB             TE         
   363    2.19519E+03    1.99012E+01    0.00000E+00    7.00414E+01
   364    2.17479E+03    2.00173E+01    0.00000E+00    6.82950E+01
   365    2.15482E+03    2.01303E+01    0.00000E+00    6.65299E+01
   366    2.13527E+03    2.02401E+01    0.00000E+00    6.47471E+01
   367    2.11616E+03    2.03466E+01    0.00000E+00    6.29472E+01
   368    2.09747E+03    2.04499E+01    0.00000E+00    6.11310E+01
   369    2.07921E+03    2.05499E+01    0.00000E+00    5.92994E+01
   370    2.06140E+03    2.06464E+01    0.00000E+00    5.74530E+01
   371    2.04402E+03    2.07396E+01    0.00000E+00    5.55926E+01
   372    2.02708E+03    2.08292E+01    0.00000E+00    5.37191E+01
   373    2.01058E+03    2.09154E+01    0.00000E+00    5.18331E+01
   374    1.99453E+03    2.09981E+01    0.00000E+00    4.99355E+01
   375    1.97891E+03    2.10772E+01    0.00000E+00    4.80270E+01
   376    1.96374E+03    2.11527E+01    0.00000E+00    4.61083E+01
   377    1.94902E+03    2.12245E+01    0.00000E+00    4.41803E+01
   378    1.93473E+03    2.12926E+01    0.00000E+00    4.22435E+01
   379    1.92090E+03    2.13568E+01    0.00000E+00    4.02989E+01
   380    1.90752E+03    2.14173E+01    0.00000E+00    3.83473E+01
   381    1.89459E+03    2.14740E+01    0.00000E+00    3.63891E+01
   382    1.88211E+03    2.15266E+01    0.00000E+00    3.44254E+01
   383    1.87008E+03    2.15754E+01    0.00000E+00    3.24569E+01
   384    1.85850E+03    2.16203E+01    0.00000E+00    3.04845E+01
   385    1.84736E+03    2.16612E+01    0.00000E+00    2.85090E+01
   386    1.83668E+03    2.16982E+01    0.00000E+00    2.65312E+01
   387    1.82645E+03    2.17313E+01    0.00000E+00    2.45521E+01
   388    1.81665E+03    2.17605E+01    0.00000E+00    2.25724E+01
   389    1.80730E+03    2.17858E+01    0.00000E+00    2.05931E+01
   390    1.79840E+03    2.18071E+01    0.00000E+00    1.86148E+01
   391    1.78994E+03    2.18244E+01    0.00000E+00    1.66385E+01
   392    1.78192E+03    2.18377E+01    0.00000E+00    1.46649E+01
   393    1.77433E+03    2.18471E+01    0.00000E+00    1.26948E+01
