#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
   759   0.230821E+04  -0.137808E+03   0.115885E-04  -0.137808E+03   0.257899E+02  -0.907482E-06   0.115885E-04  -0.907482E-06   0.912843E-08
   760   0.231655E+04  -0.137399E+03   0.115881E-04  -0.137399E+03   0.254980E+02  -0.899259E-06   0.115881E-04  -0.899259E-06   0.910795E-08
   761   0.232481E+04  -0.136953E+03   0.115869E-04  -0.136953E+03   0.252061E+02  -0.890963E-06   0.115869E-04  -0.890963E-06   0.908753E-08
   762   0.233315E+04  -0.136469E+03   0.115851E-04  -0.136469E+03   0.249142E+02  -0.882596E-06   0.115851E-04  -0.882596E-06   0.906718E-08
   763   0.234126E+04  -0.135947E+03   0.115826E-04  -0.135947E+03   0.246229E+02  -0.874160E-06   0.115826E-04  -0.874160E-06   0.904690E-08
   764   0.234937E+04  -0.135395E+03   0.115795E-04  -0.135395E+03   0.243310E+02  -0.865655E-06   0.115795E-04  -0.865655E-06   0.902668E-08
   765   0.235733E+04  -0.134797E+03   0.115757E-04  -0.134797E+03   0.240390E+02  -0.857085E-06   0.115757E-04  -0.857085E-06   0.900653E-08
   766   0.236530E+04  -0.134168E+03   0.115712E-04  -0.134168E+03   0.237485E+02  -0.848450E-06   0.115712E-04  -0.848450E-06   0.898645E-08
   767   0.237311E+04  -0.133502E+03   0.115661E-04  -0.133502E+03   0.234587E+02  -0.839752E-06   0.115661E-04  -0.839752E-06   0.896642E-08
   768   0.238085E+04  -0.132790E+03   0.115604E-04  -0.132790E+03   0.231689E+02  -0.830993E-06   0.115604E-04  -0.830993E-06   0.894647E-08
   769   0.238851E+04  -0.132056E+03   0.115540E-04  -0.132056E+03   0.228791E+02  -0.822174E-06   0.115540E-04  -0.822174E-06   0.892658E-08
   770   0.239602E+04  -0.131283E+03   0.115469E-04  -0.131283E+03   0.225915E+02  -0.813297E-06   0.115469E-04  -0.813297E-06   0.890675E-08
   771   0.240346E+04  -0.130473E+03   0.115393E-04  -0.130473E+03   0.223047E+02  -0.804364E-06   0.115393E-04  -0.804364E-06   0.888698E-08
   772   0.241075E+04  -0.129617E+03   0.115310E-04  -0.129617E+03   0.220194E+02  -0.795376E-06   0.115310E-04  -0.795376E-06   0.886728E-08
   773   0.241796E+04  -0.128738E+03   0.115220E-04  -0.128738E+03   0.217355E+02  -0.786335E-06   0.115220E-04  -0.786335E-06   0.884764E-08
   774   0.242503E+04  -0.127829E+03   0.115124E-04  -0.127829E+03   0.214532E+02  -0.777243E-06   0.115124E-04  -0.777243E-06   0.882807E-08
   775   0.243209E+04  -0.126882E+03   0.115023E-04  -0.126882E+03   0.211723E+02  -0.768101E-06   0.115023E-04  -0.768101E-06   0.880856E-08
   776   0.243885E+04  -0.125904E+03   0.114914E-04  -0.125904E+03   0.208937E+02  -0.758911E-06   0.114914E-04  -0.758911E-06   0.878911E-08
   777   0.244554E+04  -0.124889E+03   0.114800E-04  -0.124889E+03   0.206166E+02  -0.749675E-06   0.114800E-04  -0.749675E-06   0.876972E-08
   778   0.245229E+04  -0.123835E+03   0.114680E-04  -0.123835E+03   0.203417E+02  -0.740394E-06   0.114680E-04  -0.740394E-06   0.875039E-08
   779   0.245868E+04  -0.122759E+03   0.114553E-04  -0.122759E+03   0.200691E+02  -0.731069E-06   0.114553E-04  -0.731069E-06   0.873113E-08
   780   0.246499E+04  -0.121645E+03   0.114421E-04  -0.121645E+03   0.197973E+02  -0.721703E-06   0.114421E-04  -0.721703E-06   0.871192E-08
   781   0.247122E+04  -0.120507E+03   0.114282E-04  -0.120507E+03   0.195299E+02  -0.712298E-06   0.114282E-04  -0.712298E-06   0.869278E-08
   782   0.247723E+04  -0.119347E+03   0.114138E-04  -0.119347E+03   0.192641E+02  -0.702854E-06   0.114138E-04  -0.702854E-06   0.867369E-08
   783   0.248316E+04  -0.118142E+03   0.113987E-04  -0.118142E+03   0.190013E+02  -0.693373E-06   0.113987E-04  -0.693373E-06   0.865467E-08
   784   0.248894E+04  -0.116905E+03   0.113831E-04  -0.116905E+03   0.187414E+02  -0.683858E-06   0.113831E-04  -0.683858E-06   0.863571E-08
   785   0.249449E+04  -0.115646E+03   0.113668E-04  -0.115646E+03   0.184839E+02  -0.674309E-06   0.113668E-04  -0.674309E-06   0.861681E-08
   786   0.249997E+04  -0.114335E+03   0.113500E-04  -0.114335E+03   0.182293E+02  -0.664729E-06   0.113500E-04  -0.664729E-06   0.859796E-08
   787   0.250522E+04  -0.113007E+03   0.113326E-04  -0.113007E+03   0.179785E+02  -0.655119E-06   0.113326E-04  -0.655119E-06   0.857918E-08
   788   0.251032E+04  -0.111657E+03   0.113147E-04  -0.111657E+03   0.177300E+02  -0.645481E-06   0.113147E-04  -0.645481E-06   0.856045E-08
   789   0.251526E+04  -0.110284E+03   0.112961E-04  -0.110284E+03   0.174838E+02  -0.635815E-06   0.112961E-04  -0.635815E-06   0.854178E-08
   790   0.252013E+04  -0.108872E+03   0.112770E-04  -0.108872E+03   0.172436E+02  -0.626125E-06   0.112770E-04  -0.626125E-06   0.852317E-08
   791   0.252478E+04  -0.107431E+03   0.112573E-04  -0.107431E+03   0.170056E+02  -0.616412E-06   0.112573E-04  -0.616412E-06   0.850462E-08
   792   0.252927E+04  -0.105973E+03   0.112371E-04  -0.105973E+03   0.167722E+02  -0.606677E-06   0.112371E-04  -0.606677E-06   0.848613E-08
   793   0.253353E+04  -0.104478E+03   0.112163E-04  -0.104478E+03   0.165432E+02  -0.596921E-06   0.112163E-04  -0.596921E-06   0.846769E-08
   794   0.253757E+04  -0.102968E+03   0.111949E-04  -0.102968E+03   0.163181E+02  -0.587147E-06   0.111949E-04  -0.587147E-06   0.844931E-08
   795   0.254146E+04  -0.101427E+03   0.111730E-04  -0.101427E+03   0.160960E+02  -0.577357E-06   0.111730E-04  -0.577357E-06   0.843099E-08
   796   0.254534E+04  -0.998701E+02   0.111506E-04  -0.998701E+02   0.158792E+02  -0.567551E-06   0.111506E-04  -0.567551E-06   0.841272E-08
   797   0.254885E+04  -0.982831E+02   0.111275E-04  -0.982831E+02   0.156654E+02  -0.557732E-06   0.111275E-04  -0.557732E-06   0.839451E-08
   798   0.255220E+04  -0.966806E+02   0.111040E-04  -0.966806E+02   0.154568E+02  -0.547901E-06   0.111040E-04  -0.547901E-06   0.837635E-08
   799   0.255540E+04  -0.950551E+02   0.110799E-04  -0.950551E+02   0.152529E+02  -0.538060E-06   0.110799E-04  -0.538060E-06   0.835825E-08
   800   0.255845E+04  -0.934066E+02   0.110553E-04  -0.934066E+02   0.150527E+02  -0.528210E-06   0.110553E-04  -0.528210E-06   0.834021E-08
   801   0.256127E+04  -0.917425E+02   0.110301E-04  -0.917425E+02   0.148578E+02  -0.518353E-06   0.110301E-04  -0.518353E-06   0.832222E-08
   802   0.256379E+04  -0.900406E+02   0.110045E-04  -0.900406E+02   0.146674E+02  -0.508490E-06   0.110045E-04  -0.508490E-06   0.830428E-08
   803   0.256631E+04  -0.883381E+02   0.109783E-04  -0.883381E+02   0.144808E+02  -0.498621E-06   0.109783E-04  -0.498621E-06   0.828640E-08
   804   0.256852E+04  -0.866053E+02   0.109515E-04  -0.866053E+02   0.143003E+02  -0.488746E-06   0.109515E-04  -0.488746E-06   0.826857E-08
   805   0.257065E+04  -0.848569E+02   0.109243E-04  -0.848569E+02   0.141243E+02  -0.478867E-06   0.109243E-04  -0.478867E-06   0.825080E-08
   806   0.257249E+04  -0.830931E+02   0.108966E-04  -0.830931E+02   0.139528E+02  -0.468983E-06   0.108966E-04  -0.468983E-06   0.823308E-08
   807   0.257409E+04  -0.813139E+02   0.108684E-04  -0.813139E+02   0.137874E+02  -0.459095E-06   0.108684E-04  -0.459095E-06   0.821541E-08
   808   0.257547E+04  -0.795118E+02   0.108397E-04  -0.795118E+02   0.136273E+02  -0.449204E-06   0.108397E-04  -0.449204E-06   0.819780E-08
   809   0.257677E+04  -0.777017E+02   0.108105E-04  -0.777017E+02   0.134724E+02  -0.439310E-06   0.108105E-04  -0.439310E-06   0.818024E-08
   810   0.257777E+04  -0.758688E+02   0.107809E-04  -0.758688E+02   0.133229E+02  -0.429414E-06   0.107809E-04  -0.429414E-06   0.816273E-08
   811   0.257854E+04  -0.740213E+02   0.107507E-04  -0.740213E+02   0.131787E+02  -0.419515E-06   0.107507E-04  -0.419515E-06   0.814528E-08
   812   0.257915E+04  -0.721636E+02   0.107201E-04  -0.721636E+02   0.130412E+02  -0.409616E-06   0.107201E-04  -0.409616E-06   0.812788E-08
   813   0.257954E+04  -0.702950E+02   0.106891E-04  -0.702950E+02   0.129075E+02  -0.399715E-06   0.106891E-04  -0.399715E-06   0.811053E-08
   814   0.257985E+04  -0.684134E+02   0.106576E-04  -0.684134E+02   0.127806E+02  -0.389814E-06   0.106576E-04  -0.389814E-06   0.809323E-08
   815   0.257986E+04  -0.665209E+02   0.106256E-04  -0.665209E+02   0.126591E+02  -0.379913E-06   0.106256E-04  -0.379913E-06   0.807599E-08
   816   0.257957E+04  -0.646175E+02   0.105932E-04  -0.646175E+02   0.125435E+02  -0.370013E-06   0.105932E-04  -0.370013E-06   0.805879E-08
   817   0.257912E+04  -0.627041E+02   0.105604E-04  -0.627041E+02   0.124333E+02  -0.360114E-06   0.105604E-04  -0.360114E-06   0.804165E-08
   818   0.257859E+04  -0.607814E+02   0.105272E-04  -0.607814E+02   0.123298E+02  -0.350216E-06   0.105272E-04  -0.350216E-06   0.802456E-08
   819   0.257777E+04  -0.588502E+02   0.104935E-04  -0.588502E+02   0.122317E+02  -0.340320E-06   0.104935E-04  -0.340320E-06   0.800752E-08
   820   0.257678E+04  -0.569104E+02   0.104594E-04  -0.569104E+02   0.121396E+02  -0.330427E-06   0.104594E-04  -0.330427E-06   0.799053E-08
   821   0.257550E+04  -0.549650E+02   0.104249E-04  -0.549650E+02   0.120528E+02  -0.320538E-06   0.104249E-04  -0.320538E-06   0.797359E-08
   822   0.257406E+04  -0.530127E+02   0.103900E-04  -0.530127E+02   0.119735E+02  -0.310651E-06   0.103900E-04  -0.310651E-06   0.795670E-08
   823   0.257240E+04  -0.510541E+02   0.103547E-04  -0.510541E+02   0.118995E+02  -0.300769E-06   0.103547E-04  -0.300769E-06   0.793986E-08
   824   0.257044E+04  -0.490900E+02   0.103191E-04  -0.490900E+02   0.118324E+02  -0.290891E-06   0.103191E-04  -0.290891E-06   0.792307E-08
   825   0.256839E+04  -0.471226E+02   0.102830E-04  -0.471226E+02   0.117705E+02  -0.281019E-06   0.102830E-04  -0.281019E-06   0.790633E-08
   826   0.256604E+04  -0.451513E+02   0.102465E-04  -0.451513E+02   0.117162E+02  -0.271152E-06   0.102465E-04  -0.271152E-06   0.788964E-08
   827   0.256347E+04  -0.431783E+02   0.102097E-04  -0.431783E+02   0.116672E+02  -0.261291E-06   0.102097E-04  -0.261291E-06   0.787300E-08
   828   0.256081E+04  -0.412028E+02   0.101725E-04  -0.412028E+02   0.116250E+02  -0.251437E-06   0.101725E-04  -0.251437E-06   0.785640E-08
   829   0.255786E+04  -0.392263E+02   0.101350E-04  -0.392263E+02   0.115896E+02  -0.241590E-06   0.101350E-04  -0.241590E-06   0.783986E-08
   830   0.255475E+04  -0.372512E+02   0.100971E-04  -0.372512E+02   0.115602E+02  -0.231750E-06   0.100971E-04  -0.231750E-06   0.782337E-08
   831   0.255141E+04  -0.352759E+02   0.100589E-04  -0.352759E+02   0.115369E+02  -0.221919E-06   0.100589E-04  -0.221919E-06   0.780692E-08
   832   0.254785E+04  -0.333019E+02   0.100203E-04  -0.333019E+02   0.115197E+02  -0.212096E-06   0.100203E-04  -0.212096E-06   0.779052E-08
   833   0.254413E+04  -0.313300E+02   0.998134E-05  -0.313300E+02   0.115092E+02  -0.202282E-06   0.998134E-05  -0.202282E-06   0.777417E-08
   834   0.254011E+04  -0.293602E+02   0.994209E-05  -0.293602E+02   0.115049E+02  -0.192478E-06   0.994209E-05  -0.192478E-06   0.775787E-08
   835   0.253601E+04  -0.273940E+02   0.990251E-05  -0.273940E+02   0.115080E+02  -0.182684E-06   0.990251E-05  -0.182684E-06   0.774161E-08
   836   0.253153E+04  -0.254315E+02   0.986262E-05  -0.254315E+02   0.115165E+02  -0.172901E-06   0.986262E-05  -0.172901E-06   0.772540E-08
   837   0.252698E+04  -0.234741E+02   0.982241E-05  -0.234741E+02   0.115318E+02  -0.163128E-06   0.982241E-05  -0.163128E-06   0.770924E-08
   838   0.252220E+04  -0.215218E+02   0.978191E-05  -0.215218E+02   0.115539E+02  -0.153367E-06   0.978191E-05  -0.153367E-06   0.769313E-08
   839   0.251711E+04  -0.195747E+02   0.974110E-05  -0.195747E+02   0.115821E+02  -0.143619E-06   0.974110E-05  -0.143619E-06   0.767706E-08
   840   0.251195E+04  -0.176350E+02   0.970000E-05  -0.176350E+02   0.116179E+02  -0.133883E-06   0.970000E-05  -0.133883E-06   0.766104E-08
   841   0.250655E+04  -0.157043E+02   0.965861E-05  -0.157043E+02   0.116589E+02  -0.124159E-06   0.965861E-05  -0.124159E-06   0.764506E-08
   842   0.250093E+04  -0.137794E+02   0.961695E-05  -0.137794E+02   0.117060E+02  -0.114450E-06   0.961695E-05  -0.114450E-06   0.762913E-08
   843   0.249516E+04  -0.118665E+02   0.957500E-05  -0.118665E+02   0.117600E+02  -0.104755E-06   0.957500E-05  -0.104755E-06   0.761325E-08
   844   0.248908E+04  -0.996187E+01   0.953279E-05  -0.996187E+01   0.118207E+02  -0.950738E-07   0.953279E-05  -0.950738E-07   0.759741E-08
   845   0.248293E+04  -0.806841E+01   0.949032E-05  -0.806841E+01   0.118868E+02  -0.854081E-07   0.949032E-05  -0.854081E-07   0.758162E-08
   846   0.247662E+04  -0.618670E+01   0.944760E-05  -0.618670E+01   0.119612E+02  -0.757580E-07   0.944760E-05  -0.757580E-07   0.756587E-08
   847   0.247016E+04  -0.431646E+01   0.940462E-05  -0.431646E+01   0.120402E+02  -0.661239E-07   0.940462E-05  -0.661239E-07   0.755016E-08
   848   0.246347E+04  -0.245964E+01   0.936140E-05  -0.245964E+01   0.121260E+02  -0.565065E-07   0.936140E-05  -0.565065E-07   0.753451E-08
   849   0.245647E+04  -0.615633E+00   0.931794E-05  -0.615633E+00   0.122178E+02  -0.469061E-07   0.931794E-05  -0.469061E-07   0.751889E-08
   850   0.244947E+04   0.121443E+01   0.927425E-05   0.121443E+01   0.123165E+02  -0.373233E-07   0.927425E-05  -0.373233E-07   0.750332E-08
   851   0.244217E+04   0.302993E+01   0.923033E-05   0.302993E+01   0.124213E+02  -0.277587E-07   0.923033E-05  -0.277587E-07   0.748780E-08
   852   0.243472E+04   0.483047E+01   0.918620E-05   0.483047E+01   0.125329E+02  -0.182135E-07   0.918620E-05  -0.182135E-07   0.747231E-08
   853   0.242711E+04   0.661528E+01   0.914184E-05   0.661528E+01   0.126498E+02  -0.868901E-08   0.914184E-05  -0.868901E-08   0.745687E-08
   854   0.241928E+04   0.838294E+01   0.909727E-05   0.838294E+01   0.127736E+02   0.813561E-09   0.909727E-05   0.813561E-09   0.744148E-08
   855   0.241121E+04   0.101344E+02   0.905248E-05   0.101344E+02   0.129034E+02   0.102929E-07   0.905248E-05   0.102929E-07   0.742613E-08
   856   0.240315E+04   0.118678E+02   0.900748E-05   0.118678E+02   0.130378E+02   0.197477E-07   0.900748E-05   0.197477E-07   0.741082E-08
   857   0.239478E+04   0.135824E+02   0.896228E-05   0.135824E+02   0.131790E+02   0.291766E-07   0.896228E-05   0.291766E-07   0.739555E-08
   858   0.238625E+04   0.152782E+02   0.891687E-05   0.152782E+02   0.133278E+02   0.385784E-07   0.891687E-05   0.385784E-07   0.738033E-08
   859   0.237758E+04   0.169558E+02   0.887127E-05   0.169558E+02   0.134797E+02   0.479518E-07   0.887127E-05   0.479518E-07   0.736515E-08
   860   0.236882E+04   0.186124E+02   0.882546E-05   0.186124E+02   0.136383E+02   0.572955E-07   0.882546E-05   0.572955E-07   0.735001E-08
   861   0.235984E+04   0.202478E+02   0.877946E-05   0.202478E+02   0.138031E+02   0.666082E-07   0.877946E-05   0.666082E-07   0.733492E-08
   862   0.235070E+04   0.218629E+02   0.873327E-05   0.218629E+02   0.139731E+02   0.758886E-07   0.873327E-05   0.758886E-07   0.731987E-08
   863   0.234141E+04   0.234554E+02   0.868689E-05   0.234554E+02   0.141493E+02   0.851353E-07   0.868689E-05   0.851353E-07   0.730486E-08
   864   0.233197E+04   0.250260E+02   0.864032E-05   0.250260E+02   0.143299E+02   0.943473E-07   0.864032E-05   0.943473E-07   0.728989E-08
   865   0.232223E+04   0.265725E+02   0.859357E-05   0.265725E+02   0.145167E+02   0.103523E-06   0.859357E-05   0.103523E-06   0.727496E-08
   866   0.231270E+04   0.280956E+02   0.854664E-05   0.280956E+02   0.147088E+02   0.112661E-06   0.854664E-05   0.112661E-06   0.726008E-08
   867   0.230280E+04   0.295945E+02   0.849954E-05   0.295945E+02   0.149069E+02   0.121761E-06   0.849954E-05   0.121761E-06   0.724523E-08
   868   0.229282E+04   0.310693E+02   0.845226E-05   0.310693E+02   0.151096E+02   0.130820E-06   0.845226E-05   0.130820E-06   0.723043E-08
   869   0.228269E+04   0.325192E+02   0.840481E-05   0.325192E+02   0.153175E+02   0.139838E-06   0.840481E-05   0.139838E-06   0.721567E-08
   870   0.227240E+04   0.339434E+02   0.835720E-05   0.339434E+02   0.155301E+02   0.148814E-06   0.835720E-05   0.148814E-06   0.720095E-08
   871   0.226204E+04   0.353412E+02   0.830942E-05   0.353412E+02   0.157479E+02   0.157745E-06   0.830942E-05   0.157745E-06   0.718627E-08
   872   0.225153E+04   0.367133E+02   0.826148E-05   0.367133E+02   0.159711E+02   0.166632E-06   0.826148E-05   0.166632E-06   0.717163E-08
   873   0.224086E+04   0.380582E+02   0.821338E-05   0.380582E+02   0.161988E+02   0.175472E-06   0.821338E-05   0.175472E-06   0.715703E-08
   874   0.223011E+04   0.393751E+02   0.816513E-05   0.393751E+02   0.164318E+02   0.184264E-06   0.816513E-05   0.184264E-06   0.714247E-08
   875   0.221921E+04   0.406655E+02   0.811672E-05   0.406655E+02   0.166679E+02   0.193007E-06   0.811672E-05   0.193007E-06   0.712796E-08
   876   0.220816E+04   0.419280E+02   0.806817E-05   0.419280E+02   0.169100E+02   0.201699E-06   0.806817E-05   0.201699E-06   0.711348E-08
   877   0.219718E+04   0.431610E+02   0.801947E-05   0.431610E+02   0.171560E+02   0.210340E-06   0.801947E-05   0.210340E-06   0.709904E-08
   878   0.218590E+04   0.443653E+02   0.797062E-05   0.443653E+02   0.174057E+02   0.218928E-06   0.797062E-05   0.218928E-06   0.708464E-08
   879   0.217462E+04   0.455408E+02   0.792164E-05   0.455408E+02   0.176608E+02   0.227462E-06   0.792164E-05   0.227462E-06   0.707029E-08
   880   0.216326E+04   0.466868E+02   0.787252E-05   0.466868E+02   0.179196E+02   0.235940E-06   0.787252E-05   0.235940E-06   0.705597E-08
   881   0.215175E+04   0.478018E+02   0.782327E-05   0.478018E+02   0.181815E+02   0.244361E-06   0.782327E-05   0.244361E-06   0.704169E-08
   882   0.214015E+04   0.488865E+02   0.777389E-05   0.488865E+02   0.184479E+02   0.252724E-06   0.777389E-05   0.252724E-06   0.702745E-08
   883   0.212856E+04   0.499395E+02   0.772438E-05   0.499395E+02   0.187189E+02   0.261028E-06   0.772438E-05   0.261028E-06   0.701325E-08
   884   0.211674E+04   0.509628E+02   0.767474E-05   0.509628E+02   0.189922E+02   0.269271E-06   0.767474E-05   0.269271E-06   0.699908E-08
   885   0.210484E+04   0.519536E+02   0.762499E-05   0.519536E+02   0.192700E+02   0.277452E-06   0.762499E-05   0.277452E-06   0.698496E-08
   886   0.209294E+04   0.529126E+02   0.757511E-05   0.529126E+02   0.195517E+02   0.285569E-06   0.757511E-05   0.285569E-06   0.697088E-08
   887   0.208089E+04   0.538398E+02   0.752512E-05   0.538398E+02   0.198356E+02   0.293622E-06   0.752512E-05   0.293622E-06   0.695683E-08
   888   0.206890E+04   0.547344E+02   0.747502E-05   0.547344E+02   0.201241E+02   0.301609E-06   0.747502E-05   0.301609E-06   0.694282E-08
   889   0.205662E+04   0.555964E+02   0.742481E-05   0.555964E+02   0.204141E+02   0.309529E-06   0.742481E-05   0.309529E-06   0.692885E-08
   890   0.204441E+04   0.564243E+02   0.737449E-05   0.564243E+02   0.207087E+02   0.317381E-06   0.737449E-05   0.317381E-06   0.691492E-08
   891   0.203220E+04   0.572203E+02   0.732407E-05   0.572203E+02   0.210055E+02   0.325162E-06   0.732407E-05   0.325162E-06   0.690102E-08
   892   0.201991E+04   0.579837E+02   0.727355E-05   0.579837E+02   0.213047E+02   0.332873E-06   0.727355E-05   0.332873E-06   0.688716E-08
   893   0.200747E+04   0.587130E+02   0.722294E-05   0.587130E+02   0.216076E+02   0.340511E-06   0.722294E-05   0.340511E-06   0.687334E-08
   894   0.199510E+04   0.594081E+02   0.717223E-05   0.594081E+02   0.219121E+02   0.348076E-06   0.717223E-05   0.348076E-06   0.685956E-08
   895   0.198258E+04   0.600712E+02   0.712142E-05   0.600712E+02   0.222189E+02   0.355566E-06   0.712142E-05   0.355566E-06   0.684581E-08
   896   0.197005E+04   0.606995E+02   0.707054E-05   0.606995E+02   0.225287E+02   0.362979E-06   0.707054E-05   0.362979E-06   0.683211E-08
   897   0.195745E+04   0.612943E+02   0.701956E-05   0.612943E+02   0.228408E+02   0.370315E-06   0.701956E-05   0.370315E-06   0.681843E-08
